Faction,Augmentation,RepRequired,CurrentPrice,Category,ValueDensity,AlsoUnlockedAtThisRepOrLess,CountAlsoUnlocked
The Black Hand,The Shadow's Simulacrum,37500,800000000,Reputation,8e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave,34
The Black Hand,Glibness Enhancement,40500,5000000000,Charisma; Reputation,2.47e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum,35
The Black Hand,Bionic Spine,45000,250000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement,36
The Black Hand,Neuralstimulator,50000,6000000000,Hacking,4.8e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Cranial Signal Processors - Gen III,38
The Black Hand,Cranial Signal Processors - Gen III,50000,1100000000,Hacking,5.2e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator,38
The Black Hand,ADR-V2 Pheromone Gene,62500,1100000000,Charisma; Reputation,6.4e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III,39
The Black Hand,FocusWire,75000,1800000000,Charisma; Combat; Hacking; Money/Work; Reputation,4.67e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene,40
The Black Hand,Enhanced Myelin Sheathing,100000,2750000000,Hacking,2.1e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; The Black Hand,42
The Black Hand,The Black Hand,100000,1100000000,Combat; Hacking,2.2e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing,42
The Black Hand,DataJack,112500,900000000,Hacking,2.22e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand,43
The Black Hand,Cranial Signal Processors - Gen IV,125000,2200000000,Hacking,3.76e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Golden Tongue Module,45
The Black Hand,Golden Tongue Module,125000,250000000,Charisma,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV,45
The Black Hand,Bionic Legs,150000,750000000,Combat,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; HyperSight Corneal Implant,47
The Black Hand,HyperSight Corneal Implant,150000,5500000000,Charisma; Combat; Hacking,8.7e-07,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs,47
The Black Hand,Embedded Netburner Module Core Implant,175000,5000000000,Hacking,1.71e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant,48
The Black Hand,Neuronal Densification,187500,2750000000,Hacking,1.49e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; The Illustrated Primer,50
The Black Hand,The Illustrated Primer,187500,6750000000,Charisma,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification,50
The Black Hand,Neural Accelerator,200000,3500000000,Hacking,2.25e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer,51
The Black Hand,Graphene BrachiBlades Upgrade,225000,5000000000,Combat; Money/Work,1.78e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Social Dynamics Processor,53
The Black Hand,Social Dynamics Processor,225000,2400000000,Charisma; Reputation,1.33e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade,53
The Black Hand,Artificial Bio-neural Network Implant,275000,6000000000,Hacking,1.09e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor,54
The Black Hand,Unstable Circadian Modulator,362500,10000000000,Hacknet,2.21e-06,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant,55
The Black Hand,Enhanced Social Interaction Implant,375000,2750000000,Charisma,0.0,Neurotrainer I; Wired Reflexes; LuminCloaking-V1 Skin Implant; Hacknet Node NIC Architecture Neural-Upload; Synaptic Enhancement Implant; Speech Enhancement; BitWire; ADR-V1 Pheromone Gene; Augmented Targeting I; Nuoptimal Nootropic Injector Implant; LuminCloaking-V2 Skin Implant; Neural Wit Amplifier; Artificial Synaptic Potentiation; NutriGen Implant; Social Negotiation Assistant (S.N.A); Combat Rib I; Speech Processor Implant; Hacknet Node Kernel Direct-Neural Interface; INFRARET Enhancement; Augmented Targeting II; Cranial Signal Processors - Gen I; Neurotrainer II; HemoRecirculator; Embedded Netburner Module; Magnetism Amplifier; Combat Rib II; Cranial Signal Processors - Gen II; TITN-41 Gene-Modification Injection; Neurotrainer III; Power Recirculation Core; Eloquence Module; Augmented Targeting III; Combat Rib III; Nanofiber Weave; The Shadow's Simulacrum; Glibness Enhancement; Bionic Spine; Neuralstimulator; Cranial Signal Processors - Gen III; ADR-V2 Pheromone Gene; FocusWire; Enhanced Myelin Sheathing; The Black Hand; DataJack; Cranial Signal Processors - Gen IV; Golden Tongue Module; Bionic Legs; HyperSight Corneal Implant; Embedded Netburner Module Core Implant; Neuronal Densification; The Illustrated Primer; Neural Accelerator; Graphene BrachiBlades Upgrade; Social Dynamics Processor; Artificial Bio-neural Network Implant; Unstable Circadian Modulator; PC Direct-Neural Interface,57
